layer,concept,label,n,pca_k,pca_var_explained,frac_normal_marg,mean_skew,mean_kurt,mean_abs_skew,mean_abs_kurt,frac_normal_pca,mean_skew_pca,mean_kurt_pca
14,eyeglasses,neg,543,209,0.9502876996994019,0.736328125,0.007477151695638895,0.08044438809156418,0.14938698709011078,0.22244632244110107,0.7464114832535885,-0.01728426106274128,0.2559038996696472
15,eyeglasses,pos,172,108,0.9509079456329346,0.8857421875,0.00808481965214014,0.06370817124843597,0.18362411856651306,0.3348481357097626,0.8425925925925926,0.0019599662628024817,0.21226288378238678
15,eyeglasses,neg,543,219,0.9500701427459717,0.77734375,0.006810018792748451,0.07798515260219574,0.13746803998947144,0.20967096090316772,0.771689497716895,-0.0010004037758335471,0.20820295810699463
16,eyeglasses,pos,172,110,0.95017009973526,0.8740234375,0.006213960703462362,0.081159807741642,0.18493422865867615,0.3416707515716553,0.8545454545454545,-0.003907416481524706,0.20600369572639465
16,eyeglasses,neg,543,232,0.9502471089363098,0.744140625,-0.0011894488707184792,0.10751466453075409,0.14503484964370728,0.2224697470664978,0.75,0.0008921145345084369,0.3011322021484375
17,eyeglasses,pos,172,113,0.9512868523597717,0.8798828125,0.005397123284637928,0.056138310581445694,0.18306107819080353,0.3285209834575653,0.8407079646017699,0.022288881242275238,0.2551509141921997
17,eyeglasses,neg,543,237,0.9503411650657654,0.763671875,-0.00127853371668607,0.09318146854639053,0.14086279273033142,0.21874138712882996,0.7257383966244726,0.010245498269796371,0.30444690585136414
18,eyeglasses,pos,172,114,0.9501200914382935,0.8583984375,0.007842550054192543,0.07264100015163422,0.19061867892742157,0.33697009086608887,0.7894736842105263,0.04155255854129791,0.26980340480804443
18,eyeglasses,neg,543,246,0.9503389000892639,0.7041015625,0.009798292070627213,0.13778725266456604,0.1571476012468338,0.245382159948349,0.6788617886178862,0.010249107144773006,0.33591702580451965
19,eyeglasses,pos,172,116,0.9511653780937195,0.8466796875,0.007215308956801891,0.09433809667825699,0.20407100021839142,0.3504759669303894,0.8275862068965517,0.021655572578310966,0.4606185257434845
19,eyeglasses,neg,543,253,0.9501075148582458,0.6728515625,0.002243148162961006,0.14088808000087738,0.1646888256072998,0.25851941108703613,0.6561264822134387,-0.012411043979227543,0.3654356300830841
20,eyeglasses,pos,172,117,0.9505030512809753,0.80859375,0.005557319615036249,0.20581978559494019,0.22208480536937714,0.43316325545310974,0.6837606837606838,-0.038989439606666565,0.5958532094955444
20,eyeglasses,neg,543,265,0.9500669240951538,0.6318359375,0.0004123589023947716,0.21277368068695068,0.17865438759326935,0.3111118674278259,0.6490566037735849,0.0043829563073813915,0.4836277365684509
21,eyeglasses,pos,172,117,0.9505822062492371,0.787109375,-0.006994938477873802,0.22262144088745117,0.2287883758544922,0.4550401568412781,0.7008547008547008,-0.05594344437122345,0.7242713570594788
21,eyeglasses,neg,543,264,0.9500213861465454,0.5380859375,-0.002811974845826626,0.28611189126968384,0.2075517773628235,0.37935781478881836,0.5568181818181818,0.013162248767912388,0.6159762144088745
22,eyeglasses,pos,172,117,0.9506319165229797,0.8486328125,0.016316402703523636,0.09455102682113647,0.1930456906557083,0.3547283113002777,0.7094017094017094,-0.026640955358743668,0.7626836895942688
22,eyeglasses,neg,543,258,0.9500558972358704,0.6142578125,0.012889981269836426,0.23249033093452454,0.17599044740200043,0.3409300446510315,0.49224806201550386,-0.0012860067654401064,0.6858803033828735
23,eyeglasses,pos,172,110,0.9511616826057434,0.8798828125,0.0053818849846720695,-0.03204585611820221,0.18387697637081146,0.32347699999809265,0.6909090909090909,-0.006763199344277382,0.5730320811271667
23,eyeglasses,neg,543,228,0.9502681493759155,0.6953125,0.010870659723877907,0.008076399564743042,0.15082672238349915,0.2425626516342163,0.43859649122807015,-0.008433051407337189,0.630413293838501
