target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
smiling,0.8338827838827838,0.9397435897435897,single,chubby,diff_means,0,0.83003663003663,0.0038461538461538325,,
straight_hair,0.47969187675070024,0.48179271708683474,single,chubby,diff_means,0,0.4561157796451914,0.023576097105508842,,
wavy_hair,0.5872641509433962,0.5855488850771869,single,chubby,diff_means,0,0.6076329331046312,-0.020368782161234944,,
wearing_earrings,0.6884674465319627,0.7704123833156091,single,chubby,diff_means,0,0.7058962542833511,-0.017428807751388442,,
wearing_hat,0.8706687730384413,0.9158504476040021,single,chubby,diff_means,0,0.8706687730384413,0.0,,
wearing_lipstick,0.45585707824513794,0.45355042966983267,single,chubby,diff_means,0,0.45585707824513794,0.0,,
wearing_necklace,0.5716312056737589,0.6583586626139817,single,chubby,diff_means,0,0.6082066869300912,-0.036575481256332254,,
wearing_necktie,0.6325100133511349,0.6490876724521584,single,chubby,diff_means,0,0.6297285269247885,0.002781486426346347,,
young,0.8490957966764419,0.9227150537634409,single,chubby,diff_means,0,0.8528836754643205,-0.0037878787878786735,,
5_o_clock_shadow,0.5277777777777778,0.5607323232323232,single,chubby,diff_means,1,0.543939393939394,-0.016161616161616155,,
arched_eyebrows,0.5763514201364146,0.6015473887814313,single,chubby,diff_means,1,0.5739590756388069,0.0023923444976077235,,
attractive,0.5056326187473729,0.5498949138293401,single,chubby,diff_means,1,0.5056326187473729,0.0,,
bags_under_eyes,0.49886363636363634,0.4382102272727273,single,chubby,diff_means,1,0.49261363636363636,0.006249999999999978,,
bald,0.6784587193321796,0.7910007126132546,single,chubby,diff_means,1,0.6784587193321796,0.0,,
bangs,0.7798424809254245,0.8823529411764706,single,chubby,diff_means,1,0.7819345311346295,-0.0020920502092049986,,
big_lips,0.5012082158679018,0.4878775674587193,single,chubby,diff_means,1,0.5038260169150222,-0.002617801047120394,,
big_nose,0.5979064039408867,0.6469827586206897,single,chubby,diff_means,1,0.5979064039408867,0.0,,
black_hair,0.7421875,0.87451171875,single,chubby,diff_means,1,0.7421875,0.0,,
blond_hair,0.8910903273443269,0.9372384937238494,single,chubby,diff_means,1,0.8910903273443269,0.0,,
blurry,0.619535519125683,0.6328551912568305,single,chubby,diff_means,1,0.6174863387978142,0.002049180327868827,,
brown_hair,0.6617647058823529,0.8165266106442577,single,chubby,diff_means,1,0.6596638655462185,0.0021008403361344463,,
