target_attribute,bal_acc,auc,regime,debiased_concept,method,debias_layer,ba_raw,delta_ba,n_iterations,n_layers
rosy_cheeks,0.5979929161747344,0.7541322314049588,single,wearing_hat,diff_means,1,0.6000590318772137,-0.0020661157024792765,,
sideburns,0.6391465677179963,0.7521335807050092,single,wearing_hat,diff_means,1,0.6473098330241187,-0.008163265306122436,,
smiling,0.863709032773781,0.9402324294410624,single,wearing_hat,diff_means,1,0.863709032773781,0.0,,
straight_hair,0.6576623376623376,0.6632034632034632,single,wearing_hat,diff_means,1,0.661991341991342,-0.0043290043290044045,,
wavy_hair,0.5764821487061906,0.6141500163773337,single,wearing_hat,diff_means,1,0.574134730865815,0.0023474178403756207,,
wearing_earrings,0.6529063309885228,0.7320745402937184,single,wearing_hat,diff_means,1,0.6529063309885228,0.0,,
wearing_hat,0.875,0.93768310546875,single,wearing_hat,diff_means,1,0.875,0.0,,
wearing_lipstick,0.4856070087609512,0.48545056320400504,single,wearing_hat,diff_means,1,0.49092615769712145,-0.005319148936170248,,
wearing_necklace,0.5892976588628762,0.6998327759197324,single,wearing_hat,diff_means,1,0.5979933110367892,-0.008695652173912993,,
wearing_necktie,0.5550743948478792,0.6160337552742616,single,wearing_hat,diff_means,1,0.5761714412613813,-0.021097046413502074,,
young,0.8176058931860037,0.8860405156537754,single,wearing_hat,diff_means,1,0.8176058931860037,0.0,,
5_o_clock_shadow,0.6016163222045575,0.6587175410704822,single,wearing_hat,diff_means,2,0.5936671966083731,0.007949125596184436,,
arched_eyebrows,0.5504807692307692,0.546474358974359,single,wearing_hat,diff_means,2,0.5336538461538461,0.016826923076923017,,
attractive,0.5069162967252139,0.6128803963198868,single,wearing_hat,diff_means,2,0.49868107829891267,0.008235218426301205,,
bags_under_eyes,0.497588959095444,0.48179248420352516,single,wearing_hat,diff_means,2,0.5104755570335883,-0.012886597938144284,,
bald,0.743421052631579,0.8023182957393483,single,wearing_hat,diff_means,2,0.743421052631579,0.0,,
bangs,0.780952380952381,0.8482269503546098,single,wearing_hat,diff_means,2,0.780952380952381,0.0,,
big_lips,0.46552557390253724,0.4806282722513089,single,wearing_hat,diff_means,2,0.4759967780910189,-0.010471204188481686,,
big_nose,0.6035141329258976,0.6730965113318055,single,wearing_hat,diff_means,2,0.6067608861726509,-0.0032467532467532756,,
black_hair,0.7322041166380789,0.8390866209262435,single,wearing_hat,diff_means,2,0.7118353344768439,0.020368782161235055,,
blond_hair,0.8527583527583528,0.9283216783216783,single,wearing_hat,diff_means,2,0.8527583527583528,0.0,,
blurry,0.5900601456157012,0.6362773029439697,single,wearing_hat,diff_means,2,0.581829692940804,0.008230452674897193,,
