concept,method,debias_layer,downstream_layer,layers_after,label,mmd2
eyeglasses,diff_means,3,17,14,neg,0.0
eyeglasses,diff_means,3,18,15,pos,0.0
eyeglasses,diff_means,3,18,15,neg,0.0
eyeglasses,diff_means,3,19,16,pos,0.0
eyeglasses,diff_means,3,19,16,neg,0.0
eyeglasses,diff_means,3,20,17,pos,0.0
eyeglasses,diff_means,3,20,17,neg,0.0
eyeglasses,diff_means,3,21,18,pos,0.0
eyeglasses,diff_means,3,21,18,neg,0.0
eyeglasses,diff_means,3,22,19,pos,0.0
eyeglasses,diff_means,3,22,19,neg,0.0
eyeglasses,diff_means,3,23,20,pos,0.0
eyeglasses,diff_means,3,23,20,neg,0.0
eyeglasses,diff_means,4,4,0,pos,0.030779490266954035
eyeglasses,diff_means,4,4,0,neg,0.023932797982206377
eyeglasses,diff_means,4,5,1,pos,0.014457313984015174
eyeglasses,diff_means,4,5,1,neg,0.012285710974550446
eyeglasses,diff_means,4,6,2,pos,0.0075661824702499825
eyeglasses,diff_means,4,6,2,neg,0.006464702824870772
eyeglasses,diff_means,4,7,3,pos,0.003277492567956619
eyeglasses,diff_means,4,7,3,neg,0.004168282216381325
eyeglasses,diff_means,4,8,4,pos,0.0
eyeglasses,diff_means,4,8,4,neg,0.0026176140009648297
eyeglasses,diff_means,4,9,5,pos,0.0
eyeglasses,diff_means,4,9,5,neg,0.00022197727126327393
eyeglasses,diff_means,4,10,6,pos,0.0
eyeglasses,diff_means,4,10,6,neg,0.0
eyeglasses,diff_means,4,11,7,pos,0.0
eyeglasses,diff_means,4,11,7,neg,9.28115725666867e-05
eyeglasses,diff_means,4,12,8,pos,0.0
eyeglasses,diff_means,4,12,8,neg,0.0
eyeglasses,diff_means,4,13,9,pos,0.0
eyeglasses,diff_means,4,13,9,neg,0.0
eyeglasses,diff_means,4,14,10,pos,0.0
eyeglasses,diff_means,4,14,10,neg,0.0006099353875892444
eyeglasses,diff_means,4,15,11,pos,0.0
eyeglasses,diff_means,4,15,11,neg,0.0
eyeglasses,diff_means,4,16,12,pos,0.0
eyeglasses,diff_means,4,16,12,neg,0.00032976370279858003
eyeglasses,diff_means,4,17,13,pos,0.0
eyeglasses,diff_means,4,17,13,neg,0.0
eyeglasses,diff_means,4,18,14,pos,0.0
eyeglasses,diff_means,4,18,14,neg,0.0
eyeglasses,diff_means,4,19,15,pos,0.0
eyeglasses,diff_means,4,19,15,neg,0.0
eyeglasses,diff_means,4,20,16,pos,0.0
eyeglasses,diff_means,4,20,16,neg,0.0
eyeglasses,diff_means,4,21,17,pos,0.0
eyeglasses,diff_means,4,21,17,neg,0.0
eyeglasses,diff_means,4,22,18,pos,0.0
eyeglasses,diff_means,4,22,18,neg,0.0
eyeglasses,diff_means,4,23,19,pos,0.0
eyeglasses,diff_means,4,23,19,neg,0.0
eyeglasses,diff_means,5,5,0,pos,0.0
eyeglasses,diff_means,5,5,0,neg,0.0039879567447618225
eyeglasses,diff_means,5,6,1,pos,0.0
eyeglasses,diff_means,5,6,1,neg,0.0008327471700719791
eyeglasses,diff_means,5,7,2,pos,0.0
eyeglasses,diff_means,5,7,2,neg,0.0
eyeglasses,diff_means,5,8,3,pos,0.0
eyeglasses,diff_means,5,8,3,neg,0.0
eyeglasses,diff_means,5,9,4,pos,0.0
eyeglasses,diff_means,5,9,4,neg,0.0
eyeglasses,diff_means,5,10,5,pos,0.0
eyeglasses,diff_means,5,10,5,neg,0.0
eyeglasses,diff_means,5,11,6,pos,0.0
eyeglasses,diff_means,5,11,6,neg,0.0
eyeglasses,diff_means,5,12,7,pos,0.0
eyeglasses,diff_means,5,12,7,neg,0.0
eyeglasses,diff_means,5,13,8,pos,0.0
eyeglasses,diff_means,5,13,8,neg,0.0
eyeglasses,diff_means,5,14,9,pos,0.0
eyeglasses,diff_means,5,14,9,neg,0.0
eyeglasses,diff_means,5,15,10,pos,0.0
eyeglasses,diff_means,5,15,10,neg,0.0
eyeglasses,diff_means,5,16,11,pos,0.0
eyeglasses,diff_means,5,16,11,neg,0.0
eyeglasses,diff_means,5,17,12,pos,0.0
eyeglasses,diff_means,5,17,12,neg,0.0
eyeglasses,diff_means,5,18,13,pos,0.0
eyeglasses,diff_means,5,18,13,neg,0.0
eyeglasses,diff_means,5,19,14,pos,0.0
eyeglasses,diff_means,5,19,14,neg,0.0
eyeglasses,diff_means,5,20,15,pos,0.0
eyeglasses,diff_means,5,20,15,neg,0.0
eyeglasses,diff_means,5,21,16,pos,0.0
eyeglasses,diff_means,5,21,16,neg,0.0
eyeglasses,diff_means,5,22,17,pos,0.0
eyeglasses,diff_means,5,22,17,neg,0.0
eyeglasses,diff_means,5,23,18,pos,0.0
eyeglasses,diff_means,5,23,18,neg,0.0
eyeglasses,diff_means,6,6,0,pos,0.031198375362395225
eyeglasses,diff_means,6,6,0,neg,0.01753864220752477
eyeglasses,diff_means,6,7,1,pos,0.016652620917005923
eyeglasses,diff_means,6,7,1,neg,0.009756994689542386
eyeglasses,diff_means,6,8,2,pos,0.006253980510435131
eyeglasses,diff_means,6,8,2,neg,0.00425085331077546
eyeglasses,diff_means,6,9,3,pos,0.001475609625007701
eyeglasses,diff_means,6,9,3,neg,0.0017778579314642329
eyeglasses,diff_means,6,10,4,pos,5.092326024724869e-05
eyeglasses,diff_means,6,10,4,neg,0.0018547638967787439
eyeglasses,diff_means,6,11,5,pos,0.0
eyeglasses,diff_means,6,11,5,neg,0.0005073482300155252
eyeglasses,diff_means,6,12,6,pos,0.0009279756377498227
eyeglasses,diff_means,6,12,6,neg,0.0019102837460183153
eyeglasses,diff_means,6,13,7,pos,0.0006779555197042875
eyeglasses,diff_means,6,13,7,neg,0.0016325558049585798
eyeglasses,diff_means,6,14,8,pos,0.0
eyeglasses,diff_means,6,14,8,neg,0.0006006227774499884
eyeglasses,diff_means,6,15,9,pos,0.0
eyeglasses,diff_means,6,15,9,neg,0.0017126394867783556
eyeglasses,diff_means,6,16,10,pos,0.0
eyeglasses,diff_means,6,16,10,neg,0.0
eyeglasses,diff_means,6,17,11,pos,0.0
eyeglasses,diff_means,6,17,11,neg,0.0
eyeglasses,diff_means,6,18,12,pos,0.0
eyeglasses,diff_means,6,18,12,neg,0.0004813787281636728
eyeglasses,diff_means,6,19,13,pos,0.0
eyeglasses,diff_means,6,19,13,neg,0.0
eyeglasses,diff_means,6,20,14,pos,0.0
eyeglasses,diff_means,6,20,14,neg,0.0
eyeglasses,diff_means,6,21,15,pos,0.0
eyeglasses,diff_means,6,21,15,neg,0.0
eyeglasses,diff_means,6,22,16,pos,0.0
eyeglasses,diff_means,6,22,16,neg,0.0
eyeglasses,diff_means,6,23,17,pos,0.0
eyeglasses,diff_means,6,23,17,neg,0.0
eyeglasses,diff_means,7,7,0,pos,0.015705674749655785
eyeglasses,diff_means,7,7,0,neg,0.006198946377657277
eyeglasses,diff_means,7,8,1,pos,0.004608217886443722
eyeglasses,diff_means,7,8,1,neg,0.001985507629060246
eyeglasses,diff_means,7,9,2,pos,0.0003528829463148586
eyeglasses,diff_means,7,9,2,neg,0.00048401972827205597
eyeglasses,diff_means,7,10,3,pos,0.0
eyeglasses,diff_means,7,10,3,neg,0.0
eyeglasses,diff_means,7,11,4,pos,0.0
eyeglasses,diff_means,7,11,4,neg,0.0
eyeglasses,diff_means,7,12,5,pos,0.0
eyeglasses,diff_means,7,12,5,neg,0.0
eyeglasses,diff_means,7,13,6,pos,0.0
eyeglasses,diff_means,7,13,6,neg,0.0
eyeglasses,diff_means,7,14,7,pos,0.0
eyeglasses,diff_means,7,14,7,neg,0.0010632565463424282
eyeglasses,diff_means,7,15,8,pos,0.0
eyeglasses,diff_means,7,15,8,neg,5.1005854235786074e-06
eyeglasses,diff_means,7,16,9,pos,0.0
eyeglasses,diff_means,7,16,9,neg,0.0
eyeglasses,diff_means,7,17,10,pos,0.0
eyeglasses,diff_means,7,17,10,neg,0.0
eyeglasses,diff_means,7,18,11,pos,0.0
eyeglasses,diff_means,7,18,11,neg,0.0
eyeglasses,diff_means,7,19,12,pos,0.0
eyeglasses,diff_means,7,19,12,neg,0.0
eyeglasses,diff_means,7,20,13,pos,0.0
eyeglasses,diff_means,7,20,13,neg,0.0
eyeglasses,diff_means,7,21,14,pos,0.0
eyeglasses,diff_means,7,21,14,neg,0.0
eyeglasses,diff_means,7,22,15,pos,0.0
eyeglasses,diff_means,7,22,15,neg,0.0
eyeglasses,diff_means,7,23,16,pos,0.0
eyeglasses,diff_means,7,23,16,neg,0.0
eyeglasses,diff_means,8,8,0,pos,0.03193467841647424
eyeglasses,diff_means,8,8,0,neg,0.018364061376543894
eyeglasses,diff_means,8,9,1,pos,0.014043640137838098
eyeglasses,diff_means,8,9,1,neg,0.007852300904472198
eyeglasses,diff_means,8,10,2,pos,0.009008992225855383
eyeglasses,diff_means,8,10,2,neg,0.006252513377102975
eyeglasses,diff_means,8,11,3,pos,0.00578480187054442
eyeglasses,diff_means,8,11,3,neg,0.005269705878804709
eyeglasses,diff_means,8,12,4,pos,0.004889349585095015
eyeglasses,diff_means,8,12,4,neg,0.004069792531111283
eyeglasses,diff_means,8,13,5,pos,0.00385462930925784
eyeglasses,diff_means,8,13,5,neg,0.0031833425355658473
eyeglasses,diff_means,8,14,6,pos,0.0026883428776174334
eyeglasses,diff_means,8,14,6,neg,0.003888808455572379
eyeglasses,diff_means,8,15,7,pos,0.0008699168758530273
eyeglasses,diff_means,8,15,7,neg,0.0018834099188664855
eyeglasses,diff_means,8,16,8,pos,0.0
eyeglasses,diff_means,8,16,8,neg,0.0014913157715503722
eyeglasses,diff_means,8,17,9,pos,0.0
eyeglasses,diff_means,8,17,9,neg,0.0007695162892942253
eyeglasses,diff_means,8,18,10,pos,0.0
eyeglasses,diff_means,8,18,10,neg,0.0012660909078967553
eyeglasses,diff_means,8,19,11,pos,0.0
eyeglasses,diff_means,8,19,11,neg,0.0
eyeglasses,diff_means,8,20,12,pos,0.0
eyeglasses,diff_means,8,20,12,neg,0.0011358064394608736
eyeglasses,diff_means,8,21,13,pos,0.0
eyeglasses,diff_means,8,21,13,neg,0.0
eyeglasses,diff_means,8,22,14,pos,0.0
eyeglasses,diff_means,8,22,14,neg,0.0
eyeglasses,diff_means,8,23,15,pos,0.0
eyeglasses,diff_means,8,23,15,neg,0.0
eyeglasses,diff_means,9,9,0,pos,0.03517526748962885
eyeglasses,diff_means,9,9,0,neg,0.020618080301612052
eyeglasses,diff_means,9,10,1,pos,0.02059211303365216
eyeglasses,diff_means,9,10,1,neg,0.011655578315107773
eyeglasses,diff_means,9,11,2,pos,0.011991273565780114
eyeglasses,diff_means,9,11,2,neg,0.006352283349553511
eyeglasses,diff_means,9,12,3,pos,0.008482585610067206
eyeglasses,diff_means,9,12,3,neg,0.006489992511333531
eyeglasses,diff_means,9,13,4,pos,0.00649533683706216
eyeglasses,diff_means,9,13,4,neg,0.004875757008600434
eyeglasses,diff_means,9,14,5,pos,0.005323335406075991
eyeglasses,diff_means,9,14,5,neg,0.003033568089367389
eyeglasses,diff_means,9,15,6,pos,0.0028050719410734892
eyeglasses,diff_means,9,15,6,neg,0.004304141009046303
eyeglasses,diff_means,9,16,7,pos,0.0010699095914983303
eyeglasses,diff_means,9,16,7,neg,0.001026912791872725
eyeglasses,diff_means,9,17,8,pos,6.306521387999808e-05
eyeglasses,diff_means,9,17,8,neg,0.0017680785841438507
eyeglasses,diff_means,9,18,9,pos,0.0
eyeglasses,diff_means,9,18,9,neg,0.0013322673536750873
eyeglasses,diff_means,9,19,10,pos,0.0
eyeglasses,diff_means,9,19,10,neg,0.000649512762020743
eyeglasses,diff_means,9,20,11,pos,0.0
eyeglasses,diff_means,9,20,11,neg,0.0
eyeglasses,diff_means,9,21,12,pos,0.0
eyeglasses,diff_means,9,21,12,neg,0.0
eyeglasses,diff_means,9,22,13,pos,0.0
eyeglasses,diff_means,9,22,13,neg,0.0
eyeglasses,diff_means,9,23,14,pos,0.0
eyeglasses,diff_means,9,23,14,neg,0.0
eyeglasses,diff_means,10,10,0,pos,0.025188471987010574
eyeglasses,diff_means,10,10,0,neg,0.014057232445047196
eyeglasses,diff_means,10,11,1,pos,0.014002424135986624
eyeglasses,diff_means,10,11,1,neg,0.007612560452345374
eyeglasses,diff_means,10,12,2,pos,0.009355666140060892
eyeglasses,diff_means,10,12,2,neg,0.004631220798599012
eyeglasses,diff_means,10,13,3,pos,0.006826781098812074
eyeglasses,diff_means,10,13,3,neg,0.005300721868868763
eyeglasses,diff_means,10,14,4,pos,0.005527573865801161
eyeglasses,diff_means,10,14,4,neg,0.003150830175510988
eyeglasses,diff_means,10,15,5,pos,0.002872556979561569
